Property_ID,Neighborhood,Property_Type,Bedrooms,Bathrooms,Square_Footage,Year_Built,Listing_Price,Days_On_Market
PROP-1583,Suburbs,town house,4.0,1.5,1671.0,,"$422,157.05",185.66036822698499
PROP-1584,North End,Condo,3.0,1.5,848.0,1989.0,"$331,969",0.9045632236438992
PROP-1585,downtown,SFH,2.0,2.0,1960.0,1988.0,"$488,708",80.53732074516181
PROP-1586,Downtown,Single Family,3.0,2.5,1158.0,2021.0,N/A,0.13768244639001953
PROP-1587,Downtown,Condo,4.0,1.0,1812.0,1967.0, 528947 ,
PROP-1588,Downtown,Townhouse,2.0,2.0,1379.0,1990.0, 458887 ,6.46283535580551
PROP-1589,Downtown,single family,2.0,1.0,994.0,2019.0,357266.6,49.56354656831443
PROP-1590,Downtown,condo,-1.0,1.0,1225.0,1976.0,"$363,811.75",1.817777201280537
PROP-1591,North End,Duplex,2.0,1.0,1815.0,1964.0,"$494,548",28.21987632289122
PROP-1592,Downtown,Single Family,3.0,2.5,2957.0,1986.0,"$727,889",12.230844743979848
PROP-1593,Suburbs,Condo,3.0,1.0,6768.0,2007.0,"$490,171.63",5.022138376957635
PROP-1594,West Bay,Single Family,3.0,1.0,2832.0,1954.0,"$780,376",51.716442833139816
PROP-1595,Suburbs,condo,3.0,2.0,847.0,2022.0, 366558 ,8.5804278039712
PROP-1596,North End,Condo,2.0,2.5,573.0,1956.0,N/A,8.861450681878358
PROP-1597,Downtown,Condo,3.0,1.5,1414.0,1990.0,383007.9,11.259133909500584
PROP-1598,Downtown,condo,2.0,2.0,1504.0,1959.0, 466748 ,30.931008812580327
PROP-1599,Downtown,single family,3.0,1.0,1846.0,2011.0, 556668 ,37.723965646894364
PROP-1600,Downtown,town house,2.0,2.0,1241.0,1975.0, 370513 ,0.6215751677377973
PROP-1601,DOWNTOWN,Condo,3.0,2.0,1722.0,2017.0,"$480,638",9.691497343800124
PROP-1602,Downtown,Single Family,2.0,2.0,1437.0,1973.0, 486460 ,19.733826096897445
PROP-1603,Downtown,Condo,2.0,1.5,2271.0,1990.0,"$654,068",14.120141115081841
PROP-1604,Downtown,condo,2.0,1.5,1634.0,2014.0,560369.1,75.44730778212988
PROP-1605,Suburbs,Single Family,2.0,1.0,3475.0,1966.0,"$992,094.50",54.24286127221553
PROP-1606,downtown,Townhouse,4.0,2.0,1441.0,1973.0,"$399,379.44",34.41220941558406
PROP-1607,Suburbs,town house,2.0,1.0,2221.0,1976.0,"$619,697",14.43938291603292
PROP-1608,Suburbs,Single Family,5.0,2.5,2456.0,1956.0,"$695,803.17",42.217576413152386
PROP-1609,North End,nan,0.0,4.0,593.0,2022.0,"$296,744",64.94535352543865
PROP-1610,Downtown,Single Family,3.0,,1951.0,1961.0,"$625,012",31.620731737732804
PROP-1611,north end,Single Family,2.0,3.0,4442.0,1952.0,399931.5,53.71154521261238
PROP-1612,North End,Single Family,2.0,2.0,1424.0,1959.0,"$514,427",48.395221007573575
PROP-1613,Downtown,Townhouse,4.0,2.5,1041.0,1982.0,"$381,711",29.680647944574748
PROP-1614,West Bay,Condo,2.0,1.5,2284.0,1995.0,"$624,216.83",13.098147301172855
PROP-1615,West Bay,Single Family,1.0,2.0,1265.0,2008.0,"$515,959",47.93473068535242
PROP-1616,Downtown,single family,3.0,2.0,830.0,2001.0,"$339,563",8.108635547444944
PROP-1617,DOWNTOWN,Condo,4.0,2.0,1647.0,1820.0, 501380 ,52.91316572578885
PROP-1618,north end,Single Family,4.0,2.5,2399.0,,"$629,496.95",57.13518168998063
PROP-1619,North End,Townhouse,2.0,1.5,1045.0,1978.0,"$387,163.40",60.43750965985937
PROP-1620,Downtown,Townhouse,3.0,1.5,-2036.0,1989.0,"$643,224",22.413835335238176
PROP-1621,downtown,Condo,2.0,3.0,-753.0,2010.0,"$293,077",7.482594250823018
PROP-1622,Suburbs,Duplex,2.0,1.0,2457.0,2017.0,"$684,627",3.67687081191733
PROP-1623,Suburbs,single family,4.0,2.0,1758.0,2017.0, 547905 ,47.60300393985393
PROP-1624,North End,nan,2.0,3.0,1008.0,1978.0,"$392,999.65",76.08483084784295
PROP-1625,Suburbs,Condo,2.0,2.0,1974.0,2011.0,"$572,609",36.82771080827515
PROP-1626,Suburbs,Condo,1.0,2.0,5799.0,2009.0,"$415,772",5.448516736584221
PROP-1627,North End,Single Family,4.0,1.5,1121.0,1990.0,"$373,611.61",95.61216619479376
PROP-1628,Downtown,Townhouse,4.0,1.5,-1279.0,2014.0, 381619 ,158.17120644323052
PROP-1629,DOWNTOWN,single family,3.0,3.0,1907.0,2013.0,"$534,990",19.882237923914154
PROP-1630,North End,Single Family,4.0,2.0,1097.0,2012.0,"$355,422",31.620292213507827
PROP-1631,West Bay,Single Family,2.0,2.0,653.0,1997.0, 224366 ,52.55630752089888
PROP-1632,Suburbs,Condo,3.0,1.0,1301.0,1969.0,"$480,959.96",46.66493105277672
PROP-1633,suburbs,Condo,2.0,1.0,2316.0,1986.0,675701.6,120.23868988172175
PROP-1634,Downtown,Condo,1.0,4.0,2305.0,2013.0,"$663,592",4.271243977796682
PROP-1635,Suburbs,Townhouse,3.0,2.0,-1279.0,1954.0,"$489,987",30.42297756770264
PROP-1636,suburbs,Single Family,5.0,2.0,1263.0,1983.0,460218.1,41.21015000883643
PROP-1637,downtown,Condo,1.0,1.0,1237.0,1988.0, 386617 ,77.28595276757704
PROP-1638,DOWNTOWN,Single Family,2.0,2.0,1219.0,2016.0,"$470,919",72.53203342030827
PROP-1639,Suburbs,Townhouse,2.0,3.0,1247.0,2011.0, 468064 ,133.58462047315413
PROP-1640,Downtown,Townhouse,2.0,2.0,1673.0,1973.0,"$467,756",25.116022831165242
PROP-1641,Suburbs,Condo,5.0,1.0,2335.0,1952.0,"$704,354",62.17549012297606
PROP-1642,downtown,Condo,3.0,2.0,1096.0,2020.0,,19.50764621333739
PROP-1643,Suburbs,Single Family,3.0,2.5,1166.0,2016.0,"$451,326.41",19.205360967922
PROP-1644,Downtown,SFH,4.0,2.0,1737.0,1999.0, 516827 ,10.225479389797998
PROP-1645,West Bay,Townhouse,2.0,3.0,1944.0,1978.0,,59.676862608654694
PROP-1646,suburbs,single family,3.0,2.0,900.0,2023.0,"$328,697.40",148.94521845997377
PROP-1647,North End,Single Family,3.0,3.0,2625.0,1981.0, 683647 ,10.366078168598243
PROP-1648,north end,SFH,3.0,2.0,641.0,1988.0,N/A,2.021898082505506
PROP-1649,Suburbs,Townhouse,,1.0,1381.0,1958.0,"$341,454.35",59.16175492744225
PROP-1650,Downtown,Single Family,4.0,1.5,930.0,1963.0,"$307,109",33.88663638494352
PROP-1651,suburbs,Single Family,2.0,1.5,885.0,2017.0,"$463,102",112.3980916614513
PROP-1652,suburbs,Condo,4.0,3.0,-867.0,2013.0, 362210 ,10.17352573154747
PROP-1653,North End,Townhouse,2.0,2.5,2206.0,1969.0,"$719,242",2.5786709343674366
PROP-1654,Suburbs,Single Family,1.0,2.0,1580.0,1977.0,"$483,276",23.735068099612803
PROP-1655,Downtown,Single Family,2.0,1.5,2213.0,1963.0, 615790 ,3.12692303585969
PROP-1656,Suburbs,Single Family,2.0,1.5,1481.0,1993.0,"$553,031",
PROP-1657,Suburbs,Single Family,3.0,2.5,2192.0,1988.0,"$649,129",4.712735047191704
PROP-1658,North End,single family,3.0,2.0,1469.0,1977.0,430085.9,8.882058777235336
PROP-1659,suburbs,Condo,5.0,1.5,473.0,2013.0,"$282,488",3.9273962332879546
PROP-1660,Suburbs,Condo,3.0,2.0,1844.0,1981.0,"$2,141,610",107.69753669041187
PROP-1661,,Condo,3.0,1.0,1515.0,1958.0,N/A,11.427843891600801
PROP-1662,North End,Single Family,1.0,1.5,1439.0,1977.0,"$487,444",20.53809813435795
PROP-1663,downtown,Townhouse,1.0,2.0,1133.0,1966.0,N/A,80.10795242458032
PROP-1664,Downtown,SFH,3.0,1.0,1928.0,2004.0,"$627,992",39.58846780316134
PROP-1665,Downtown,Duplex,3.0,,1047.0,1959.0, 390738 ,33.68514771451113
PROP-1666,downtown,Condo,4.0,1.5,8671.0,1955.0,"$602,235",42.79418035205725
PROP-1667,Downtown,Single Family,2.0,1.0,1604.0,1997.0,"$493,062.22",61.77684905639579
PROP-1668,Downtown,Condo,1.0,1.5,1944.0,2016.0, 497533 ,73.53594440203035
PROP-1669,Suburbs,Single Family,3.0,2.5,1650.0,1990.0,"$493,133.09",36.01537381263822
PROP-1670,Downtown,Condo,2.0,2.0,2273.0,2009.0, 691952 ,77.25693671356449
PROP-1671,West Bay,Single Family,1.0,2.0,1784.0,1991.0,"$632,106",26.830059785109306
PROP-1672,Downtown,Single Family,3.0,1.0,1615.0,2020.0,"$518,041.44",11.366195000710578
PROP-1673,Suburbs,Townhouse,2.0,1.0,627.0,1977.0,257054.6,74.23160434550847
PROP-1674,Suburbs,Single Family,3.0,2.0,2305.0,1962.0,"$681,147.89",27.290750373182465
PROP-1675,,Townhouse,2.0,2.5,863.0,1964.0,377740.0,82.80738432706431
PROP-1676,Downtown,Single Family,2.0,3.0,960.0,1985.0,N/A,1.4348885599706531
PROP-1677,Suburbs,Condo,2.0,1.0,2006.0,1964.0,"$594,417.57",17.73428151585941
PROP-1678,Westbay,Condo,4.0,2.0,1561.0,2005.0,"$502,941.78",103.346912407447
PROP-1679,West Bay,Condo,2.0,3.0,876.0,1953.0,N/A,10.05254733910678
PROP-1680,north end,Single Family,4.0,2.0,1263.0,2001.0, 441182 ,99.37719075099776
PROP-1681,DOWNTOWN,Single Family,2.0,2.5,2263.0,1959.0,"$730,095",107.6948501004699
PROP-1682,Downtown,Single Family,4.0,1.0,1634.0,1994.0, 417873 ,74.83971023007246
PROP-1683,North End,Single Family,2.0,3.0,,1978.0,"$485,437.40",29.027318630067967
PROP-1684,West Bay,Condo,3.0,2.5,1210.0,2002.0,"$374,301",36.439049654327796
PROP-1685,suburbs,town house,3.0,3.0,2030.0,1978.0,"$649,634",71.30476479690714
PROP-1686,suburbs,Townhouse,5.0,2.0,1496.0,1972.0,"$472,704",52.34774576583581
PROP-1687,DOWNTOWN,condo,2.0,2.0,1902.0,2006.0,"$2,077,379",34.80770834430893
PROP-1688,North End,condo,1.0,3.0,1168.0,1999.0,"$471,150",141.1164973559631
PROP-1689,Downtown,Condo,1.0,1.5,13332.0,1970.0,"$753,143.46",40.50665508337031
PROP-1690,Suburbs,Single Family,4.0,1.5,2403.0,1992.0, 654932 ,129.79216002483642
PROP-1691,Suburbs,town house,3.0,2.5,1628.0,1959.0, 567671 ,2.0685363065845586
PROP-1692,Suburbs,Condo,4.0,2.5,1746.0,1979.0,"$483,677",5.236516201038066
PROP-1693,downtown,Condo,2.0,3.0,1267.0,2000.0,"$406,463.29",21.01725402001121
PROP-1694,Downtown,Single Family,2.0,1.5,1952.0,1982.0,"$507,510.81",17.007796113655854
PROP-1695,North End,single family,1.0,2.5,674.0,1967.0,"$359,722",53.43228597557588
PROP-1696,Suburbs,SFH,0.0,2.5,2610.0,1971.0,"$698,118.28",6.127962341748831
PROP-1697,suburbs,Townhouse,3.0,1.0,1914.0,2013.0,"$586,886.53",130.6786295349215
PROP-1698,Downtown,Condo,5.0,2.0,1088.0,1970.0, 419884 ,13.245141476296933
PROP-1699,Suburbs,single family,2.0,1.5,2588.0,1950.0,"$683,204",19.608136330576553
PROP-1700,suburbs,Duplex,3.0,1.5,2871.0,1964.0,"$695,952",11.243120229568277
PROP-1701,Downtown,Single Family,3.0,,1778.0,1985.0,"$531,197.73",30.309528116548762
PROP-1702,Suburbs,single family,2.0,2.0,1175.0,1996.0,397795.7,2.114617310336116
PROP-1703,Downtown,Single Family,4.0,2.5,1582.0,2003.0,"$495,270.46",5.674885868487346
PROP-1704,Downtown,Condo,5.0,,1863.0,1981.0, 557313 ,47.93687100029951
PROP-1705,,town house,4.0,2.0,1728.0,2007.0,507727.3,7.224352431706632
PROP-1706,Suburbs,Single Family,3.0,2.5,1089.0,1995.0, 365288 ,9.399325497468052
PROP-1707,north end,Townhouse,2.0,2.0,1851.0,2003.0,570699.5,55.12327350755728
PROP-1708,DOWNTOWN,Single Family,2.0,3.0,2254.0,1982.0,"$608,801",3.428073037967441
PROP-1709,North End,town house,0.0,1.5,1000.0,1988.0,"$365,650.89",20.13611630415369
PROP-1710,North End,condo,1.0,3.0,1041.0,1972.0,"$353,682.74",0.8166727892180234
PROP-1711,suburbs,Townhouse,3.0,1.5,1249.0,1992.0,"$438,078.24",14.905913601192953
PROP-1712,Suburbs,Single Family,3.0,1.5,1449.0,2004.0,N/A,42.02041307784483
PROP-1713,Suburbs,Duplex,3.0,2.5,2047.0,1951.0,"$652,060",3.3048463037432914
PROP-1714,Suburbs,Condo,,2.0,2245.0,2015.0,"$702,021.34",76.72870166449735
PROP-1715,West Bay,Single Family,2.0,2.0,1157.0,1987.0, 389535 ,84.08381985820135
PROP-1716,West Bay,Townhouse,2.0,2.0,7507.0,1978.0,"$505,748",3.8822282350242183
PROP-1717,Westbay,Single Family,1.0,2.5,2215.0,2016.0,"$580,111",163.84321651799348
PROP-1718,Downtown,Townhouse,3.0,1.5,3023.0,2020.0,799560.7,12.360318164233638
PROP-1719,North End,Single Family,2.0,1.0,1665.0,1985.0,"$502,549.71",3.0747470303736253
PROP-1720,Westbay,Condo,2.0,1.5,1696.0,1978.0, 495338 ,0.1777998549095567
PROP-1721,Downtown,Condo,4.0,2.0,1781.0,1986.0, 513896 ,18.37963064987717
PROP-1722,Downtown,Single Family,5.0,1.5,1398.0,1994.0,"$381,076.10",34.78085985573543
PROP-1723,North End,Single Family,2.0,2.0,1623.0,1965.0,"$446,584",14.130741787163224
PROP-1724,suburbs,Single Family,2.0,2.0,733.0,1980.0,"$313,275",63.429541895822595
PROP-1725,West Bay,SFH,5.0,1.0,5711.0,1983.0, 432897 ,44.13213335347381
PROP-1726,Downtown,Single Family,1.0,2.0,1842.0,1999.0,"$576,914",15.08610101937436
PROP-1727,north end,Condo,1.0,3.0,1134.0,2014.0,"$387,828",46.38983329904014
PROP-1728,downtown,Single Family,2.0,1.5,2063.0,2011.0, 604419 ,98.75505102082808
PROP-1729,Downtown,Single Family,3.0,2.0,,1992.0,"$387,370.93",3.420153670576248
PROP-1730,Downtown,Condo,2.0,2.0,2036.0,2005.0, 595597 ,12.790159486798931
PROP-1731,north end,Single Family,0.0,2.0,2034.0,1964.0,569127.3,21.782751610312904
PROP-1732,North End,town house,3.0,2.5,3042.0,1997.0,765640.9,24.119742277981825
PROP-1733,Suburbs,Townhouse,3.0,2.0,1379.0,1998.0, 489224 ,27.34596754303191
PROP-1734,Suburbs,Condo,2.0,2.0,1561.0,1993.0,"$416,780",12.51498240931003
PROP-1735,West Bay,Condo,3.0,1.0,2521.0,1959.0,666982.8,38.51374837815149
PROP-1736,Suburbs,Townhouse,3.0,2.0,2409.0,1969.0,"$698,923",36.255644458407005
PROP-1737,north end,Single Family,4.0,2.0,2165.0,2019.0,"$540,583",30.181447920846704
PROP-1738,Suburbs,Single Family,4.0,1.0,1748.0,1957.0,"$506,889.36",4.226929959463902
PROP-1739,Suburbs,Single Family,3.0,2.0,11240.0,1994.0,705306.6,
PROP-1740,Suburbs,condo,5.0,,-3421.0,1983.0, 885280 ,15.41431236518462
PROP-1741,Suburbs,Single Family,4.0,2.0,1899.0,2000.0, 523533 ,23.63839955881668
PROP-1742,North End,Condo,4.0,2.0,1586.0,1953.0,,89.22674430342155
PROP-1743,Suburbs,nan,1.0,3.0,1975.0,1988.0, 621263 ,22.923208125314677
PROP-1744,downtown,Townhouse,1.0,2.5,1657.0,1973.0, 597035 ,0.4927805286691612
PROP-1745,West Bay,Condo,2.0,2.0,6389.0,2004.0,"$468,631",20.221018871882922
PROP-1746,Suburbs,Single Family,3.0,2.5,2066.0,1975.0,"$515,074.71",60.144207465120985
PROP-1747,suburbs,Townhouse,3.0,3.0,1311.0,1974.0,"$463,987",53.00416431447114
PROP-1748,West Bay,Condo,3.0,2.0,1886.0,1985.0,"$547,046.74",25.210235721524338
PROP-1749,North End,Single Family,4.0,2.0,889.0,2020.0,"$296,369",10.058094795508145
PROP-1750,Downtown,Single Family,4.0,2.0,2651.0,2023.0,"$697,184.06",21.89789948128874
PROP-1751,Westbay,town house,5.0,4.0,1186.0,2007.0,"$376,852.75",29.030060002091453
PROP-1752,North End,Condo,2.0,2.0,954.0,1961.0,"$296,286.86",313.56854942098937
PROP-1753,Suburbs,Townhouse,3.0,1.0,2381.0,1950.0,"$670,962.00",36.16637243041531
PROP-1754,Downtown,Townhouse,2.0,3.0,2533.0,1999.0,,41.47627177945942
PROP-1755,north end,Condo,2.0,2.0,1736.0,1974.0,482436.9,23.666996071330594
PROP-1756,North End,Condo,2.0,1.0,1510.0,1954.0,"$563,111",15.319985836328982
PROP-1757,suburbs,single family,2.0,2.0,1390.0,2017.0,"$465,185",58.6738344284002
PROP-1758,West Bay,Single Family,3.0,2.0,,1955.0,"$520,757",23.907199661661533
PROP-1759,north end,single family,4.0,3.0,1539.0,1975.0,"$474,031",183.3365771809696
PROP-1760,Downtown,condo,2.0,1.5,1475.0,2004.0,438302.9,
PROP-1761,Suburbs,Condo,3.0,2.5,1142.0,2055.0,"$414,459.42",2.4647969023820226
PROP-1762,downtown,Townhouse,3.0,2.0,1029.0,1958.0,"$399,910.21",40.16332572029244
PROP-1763,North End,single family,2.0,1.0,1607.0,1994.0,394367.5,1.6717474937913768
PROP-1764,Downtown,Condo,3.0,,1687.0,1963.0,"$635,527",10.092288221461558
PROP-1765,suburbs,Condo,2.0,2.0,1210.0,2004.0,N/A,15.279273653284083
PROP-1766,North End,Condo,3.0,1.5,1269.0,1958.0,"$405,623.74",47.0781293053142
PROP-1767,West Bay,Condo,3.0,2.0,1685.0,1964.0,N/A,23.858974165220523
PROP-1768,Suburbs,Single Family,2.0,3.0,1132.0,1986.0,1354460.3,1.0172481833583848
PROP-1769,north end,Condo,2.0,1.5,2194.0,1999.0,"$611,850.46",33.57649166915055
PROP-1770,Downtown,Single Family,3.0,1.5,1861.0,2021.0,536294.3,18.552450368645868
PROP-1771,West Bay,single family,5.0,1.0,1206.0,1970.0,428952.4,89.21244614664579
PROP-1772,Downtown,SFH,2.0,1.5,1829.0,2006.0,"$541,358",24.229526501601473
PROP-1773,Suburbs,Condo,3.0,2.5,1142.0,1968.0,Unknown,
PROP-1774,north end,Duplex,3.0,2.0,2038.0,2007.0,"$542,592.81",8.645411586575083
PROP-1775,Downtown,Condo,5.0,1.5,1157.0,1955.0,"$408,062",50.09133935795997
PROP-1776,downtown,Condo,4.0,1.5,1500.0,1953.0,"$451,601",44.673416637847794
PROP-1777,North End,Condo,3.0,1.5,1640.0,1992.0,"$494,049",82.04905031995936
PROP-1778,North End,Condo,3.0,3.0,2520.0,1991.0,"$716,469",1.2042389068947723
PROP-1779,North End,Single Family,4.0,1.5,1183.0,1952.0,387553.5,20.765608788646627
PROP-1780,North End,Single Family,2.0,,,1950.0,"$401,842",39.787943781620335
PROP-1781,suburbs,Single Family,2.0,2.0,909.0,2004.0,"$298,041",3.5000509860653355
PROP-1782,DOWNTOWN,SFH,1.0,1.5,2774.0,1964.0,809679.1,18.50299882173861
PROP-1783,Suburbs,Single Family,4.0,3.0,1579.0,1996.0,"$530,053.83",99.74450875833189
PROP-1784,Downtown,Single Family,4.0,2.0,2212.0,1995.0,"$2,243,796.65",20.040470916438593
PROP-1785,West Bay,Single Family,2.0,2.5,1276.0,,"$419,905.78",147.9471503864138
PROP-1786,suburbs,Duplex,3.0,,1317.0,2020.0,"$435,087.71",2.0481420391292025
PROP-1787,Suburbs,Single Family,3.0,1.0,1536.0,1988.0,"$536,204",44.28356658073939
PROP-1788,Suburbs,SFH,2.0,1.0,1551.0,1952.0,"$520,864.34",30.447308843233436
PROP-1789,Westbay,Single Family,,2.5,1951.0,1979.0,"$628,271",24.297949121127534
PROP-1790,Downtown,Condo,2.0,1.5,1594.0,1984.0,485288.7,123.73239295470553
PROP-1791,suburbs,Single Family,1.0,1.5,1371.0,2006.0,"$473,410.15",4.860110833656318
PROP-1792,Suburbs,Single Family,3.0,1.0,2793.0,1978.0,"$2,862,709",79.21740049651223
PROP-1793,North End,Condo,3.0,1.0,1137.0,1999.0,"$358,464.96",41.13173170661779
PROP-1794,Downtown,Single Family,1.0,2.5,1185.0,2011.0,"$366,231.70",10.49122740782591
PROP-1795,West Bay,Single Family,3.0,1.0,1143.0,2001.0,"$413,754",81.17960975068463
PROP-1796,Westbay,Single Family,3.0,2.0,1976.0,,529219.9,19.630894373366466
PROP-1797,suburbs,Single Family,2.0,2.0,-1810.0,1984.0,"$466,471",58.91310413444065
PROP-1798,North End,Single Family,2.0,2.0,1477.0,1977.0,,17.23367762874779
PROP-1799,West Bay,Single Family,3.0,1.0,1122.0,2007.0,"$457,617",66.61706923727625
PROP-1800,North End,Townhouse,2.0,2.5,1637.0,1979.0,"$457,092.69",35.43159389131001
PROP-1801,Downtown,Condo,5.0,1.0,2069.0,1956.0,"$540,718.17",5.321422634315854
PROP-1802,suburbs,Condo,4.0,2.5,2556.0,1988.0,"$682,828",36.710106902421664
PROP-1803,North End,Single Family,,3.0,1258.0,2018.0,,7.433391414499444
PROP-1804,Suburbs,town house,2.0,2.0,1476.0,1984.0,"$456,180",18.58138640841266
PROP-1805,North End,single family,0.0,2.0,1804.0,2001.0,"$551,150",6.534001852844755
PROP-1806,Westbay,Single Family,3.0,2.0,1366.0,1963.0,"$465,241",0.7791730544613523
PROP-1807,West Bay,Condo,2.0,2.0,960.0,2012.0,N/A,
PROP-1808,Suburbs,Single Family,1.0,3.0,1478.0,1985.0,542450.9,26.903548826598243
PROP-1809,Downtown,Single Family,1.0,3.0,1003.0,1973.0,"$338,173",22.9926495098691
PROP-1810,,Condo,3.0,1.5,2129.0,1989.0, 613718 ,24.365105211654328
PROP-1811,West Bay,Townhouse,3.0,2.0,1404.0,1978.0,"$469,267.96",9.961092982822814
PROP-1812,Downtown,SFH,2.0,3.0,1528.0,2002.0,"$483,921",40.44930816940076
PROP-1813,West Bay,Condo,3.0,4.0,5382.0,1971.0,"$358,238",42.63999960442395
PROP-1814,West Bay,nan,2.0,2.0,1548.0,2021.0,"$424,255.69",15.509090120904151
PROP-1815,Suburbs,Single Family,3.0,2.0,2340.0,1964.0,N/A,74.55217431285996
PROP-1816,suburbs,Single Family,2.0,1.5,2207.0,2018.0,"$668,251",36.15114179337876
PROP-1817,Suburbs,single family,4.0,4.0,1056.0,2013.0,345470.3,43.69434720623186
PROP-1818,Downtown,single family,4.0,1.0,519.0,1953.0,"$285,268",11.368571083497006
PROP-1819,Suburbs,single family,3.0,2.0,1482.0,1967.0,"$479,973.19",0.021413779823598017
PROP-1820,north end,town house,2.0,1.5,1407.0,1991.0,"$415,660",
PROP-1821,Downtown,Condo,2.0,1.5,1378.0,1979.0,410361.9,60.4925565444423
PROP-1822,Suburbs,Condo,4.0,2.0,1285.0,1964.0, 438790 ,4.601348886932497
PROP-1823,Suburbs,Single Family,2.0,,1048.0,2019.0,"$384,022.84",16.400050422045442
PROP-1824,suburbs,Townhouse,2.0,1.0,3117.0,2004.0,857866.3,37.896480389149545
PROP-1825,West Bay,Duplex,1.0,2.0,2774.0,2002.0,"$739,598.07",36.95549918141855
PROP-1826,Suburbs,Townhouse,3.0,1.0,1358.0,1965.0,"$410,603",68.9016434427028
PROP-1827,Suburbs,Single Family,3.0,1.5,1629.0,2022.0,"$513,426",5.289716397504178
PROP-1828,North End,Condo,4.0,2.0,2142.0,1983.0,685044.7,19.67046263349462
PROP-1829,Suburbs,Single Family,2.0,2.0,-1628.0,1976.0,423635.4,3.579844845081087
PROP-1830,downtown,Single Family,2.0,1.5,1321.0,1962.0,404630.4,17.27715551456304
PROP-1831,Suburbs,Single Family,4.0,1.5,966.0,,N/A,0.5327953951190617
PROP-1832,Downtown,Condo,4.0,1.0,1566.0,2022.0,504368.8,79.99121075698112
PROP-1833,Downtown,Condo,2.0,1.5,1008.0,2018.0,,26.206351897867208
PROP-1834,Suburbs,Single Family,3.0,4.0,2286.0,1980.0,"$633,524.16",66.35309070991347
PROP-1835,Suburbs,single family,2.0,3.0,1543.0,1952.0,"$416,914",2.162090943094984
PROP-1836,West Bay,single family,5.0,1.5,1853.0,1979.0,"$632,776",9.032416601438547
PROP-1837,Suburbs,Single Family,2.0,2.0,1393.0,1970.0,"$505,158",10.509365974933838
PROP-1838,suburbs,Single Family,5.0,3.0,2042.0,1955.0,"$598,156",17.11105193895639
PROP-1839,North End,single family,3.0,1.0,1249.0,1981.0,386828.8,56.83557136219966
PROP-1840,Downtown,condo,3.0,2.5,1719.0,1991.0,"$506,204.31",17.10342735470389
PROP-1841,North End,Single Family,1.0,3.0,1375.0,2011.0,"$462,844.56",8.014210662519032
PROP-1842,Downtown,Single Family,3.0,1.0,1445.0,1981.0,456665.3,2.3519416549203305
PROP-1843,Westbay,Single Family,3.0,1.5,2132.0,1988.0,,2.899025991373044
PROP-1844,Downtown,Duplex,2.0,4.0,1193.0,2013.0,"$484,856",49.95595732716852
PROP-1845,Suburbs,Condo,3.0,2.0,1759.0,1979.0,"$578,523",20.595128999125595
PROP-1846,Downtown,Condo,99.0,1.0,2378.0,2012.0,"$620,480",45.3350947128566
PROP-1847,,Single Family,3.0,1.5,2106.0,1980.0,"$616,745",40.13125209409497
PROP-1848,Suburbs,Condo,3.0,2.0,1261.0,,"$403,983.84",5.090571178173882
PROP-1849,suburbs,Single Family,1.0,2.0,1839.0,1982.0,567971.5,5.396531129388858
PROP-1850,Downtown,Condo,3.0,2.5,823.0,2012.0,"$328,302.72",49.27629087818392
PROP-1851,North End,town house,2.0,,2157.0,1974.0,"$757,979",44.712695482520076
PROP-1852,downtown,Condo,3.0,1.5,3417.0,1985.0,,16.620262816308006
PROP-1853,West Bay,Townhouse,5.0,2.0,1725.0,1973.0,"$523,570",2.820427372975681
PROP-1854,downtown,Condo,3.0,2.0,-2418.0,2007.0,"$764,985",
PROP-1855,Downtown,Single Family,1.0,2.0,950.0,1988.0,368300.0,11.896423927735517
PROP-1856,Downtown,town house,2.0,1.5,1086.0,1995.0, 320664 ,0.32427717093071184
PROP-1857,Suburbs,Single Family,3.0,,,1959.0,"$450,402",9.151067859635184
PROP-1858,suburbs,Condo,3.0,3.0,1478.0,1981.0,502743.0,19.03533635402707
PROP-1859,Downtown,Single Family,4.0,2.0,1729.0,1985.0,"$552,213",4.5305221946397785
PROP-1860,North End,Single Family,4.0,2.0,-1263.0,1977.0,"$473,090",3.8543719076183813
PROP-1861,Suburbs,single family,3.0,1.5,1635.0,1965.0,"$516,656",79.36527770833754
PROP-1862,Suburbs,Single Family,2.0,2.0,2131.0,1965.0,"$622,491",30.82135002389594
PROP-1863,Suburbs,SFH,2.0,2.0,1837.0,1967.0, 490957 ,95.37600894908721
PROP-1864,Suburbs,Condo,2.0,2.0,1376.0,1957.0,"$521,446.20",14.853375538248507
PROP-1865,suburbs,Single Family,2.0,,1987.0,2019.0,"$573,396",39.56931225963819
PROP-1866,Downtown,Single Family,3.0,2.0,1356.0,1950.0, 404220 ,8.01588930975922
PROP-1867,Downtown,Condo,3.0,2.0,1605.0,2011.0,621404.6,33.712908263278706
PROP-1868,West Bay,Single Family,3.0,2.5,2094.0,1987.0,686227.9,4.857510289285254
PROP-1869,Westbay,Condo,1.0,1.5,1465.0,1994.0,"$452,097",
PROP-1870,Suburbs,Condo,2.0,2.0,,2007.0,"$286,022",93.84850634837025
PROP-1871,DOWNTOWN,Townhouse,2.0,1.5,1590.0,1950.0,"$467,526",28.33052838248323
PROP-1872,North End,Condo,2.0,2.0,2100.0,1981.0,"$683,056",91.57691652920778
